loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_default
10000,10000,36,10.99,327.34,B,B3,10+ years,RENT,75000,Verified,01-06-2014,Fully Paid,credit_card,OH,10.9,0,690,694,13,2,5570,25.9,28,0
19200,19200,60,14.49,451.65,C,C4,10+ years,RENT,52000,Verified,01-07-2016,Charged Off,debt_consolidation,TN,26.84,0,670,674,7,0,13161,53.1,11,1
16000,16000,60,18.99,414.97,D,D4,2 years,RENT,39100,Not Verified,01-03-2016,Charged Off,major_purchase,NV,12.34,0,685,689,7,0,4788,41.3,26,1
6000,6000,36,13.99,205.04,C,C3,5 years,MORTGAGE,50000,Source Verified,01-12-2016,Fully Paid,debt_consolidation,IN,21.6,0,755,759,7,0,1764,25.2,10,0
11000,11000,36,10.99,360.08,B,B4,< 1 year,RENT,69317,Not Verified,01-02-2015,Fully Paid,debt_consolidation,NV,19.69,0,675,679,22,0,10047,46.3,53,0
11900,11900,36,15.41,414.92,D,D1,5 years,RENT,43000,Verified,01-12-2015,Fully Paid,debt_consolidation,MA,29.17,0,670,674,7,0,10246,80,12,0
15875,15875,60,24.5,461.32,F,F3,8 years,RENT,49000,Source Verified,01-02-2014,Charged Off,debt_consolidation,VA,27.53,0,675,679,5,0,23244,101.1,6,1
20000,20000,36,10.42,649.3,B,B3,10+ years,RENT,98000,Not Verified,01-11-2017,Fully Paid,debt_consolidation,NY,12.96,0,690,694,7,0,15344,63.1,14,0
8000,8000,36,16.02,281.34,C,C5,1 year,MORTGAGE,175000,Source Verified,01-08-2017,Fully Paid,debt_consolidation,FL,10.57,0,710,714,16,1,6171,16.9,24,0
3600,3600,36,10.99,117.85,B,B3,Unknown,RENT,16000,Verified,01-08-2014,Fully Paid,debt_consolidation,AZ,8.48,0,675,679,10,1,2843,16.1,24,0
9025,9025,36,15.61,315.56,D,D1,4 years,RENT,26818,Source Verified,01-10-2014,Fully Paid,other,CA,26.99,1,675,679,6,0,1949,32,11,0
12150,12150,60,17.86,307.61,D,D5,10+ years,MORTGAGE,60000,Source Verified,01-07-2015,Fully Paid,medical,MI,22.56,0,680,684,10,1,6013,31,27,0
6000,6000,36,11.67,198.35,B,B4,2 years,RENT,30000,Not Verified,01-10-2014,Fully Paid,debt_consolidation,CA,20.44,1,670,674,5,0,5620,52,8,0
12000,12000,36,8.19,377.09,A,A5,7 years,MORTGAGE,153607,Not Verified,01-01-2015,Fully Paid,debt_consolidation,OK,0.5,0,670,674,4,1,1233,22.8,14,0
8000,8000,36,7.24,247.9,A,A3,10+ years,MORTGAGE,120000,Not Verified,01-11-2016,Fully Paid,debt_consolidation,CA,10.56,0,695,699,9,0,11664,63.4,26,0
20000,20000,36,14.65,689.89,C,C2,10+ years,MORTGAGE,85000,Verified,01-07-2012,Fully Paid,credit_card,FL,22.63,0,695,699,14,0,22761,73.9,30,0
6000,6000,36,8.24,188.69,B,B1,8 years,RENT,33000,Not Verified,01-04-2017,Fully Paid,credit_card,MO,26.91,0,700,704,18,1,11483,88.3,45,0
30800,30800,36,6.49,943.85,A,A2,7 years,MORTGAGE,104000,Verified,01-08-2014,Fully Paid,debt_consolidation,CO,21.94,0,785,789,21,0,13546,16.6,67,0
30750,30750,36,17.27,1100.46,D,D3,10+ years,MORTGAGE,74400,Verified,01-01-2012,Fully Paid,debt_consolidation,AZ,21.94,0,690,694,9,0,24324,74.6,23,0
20000,20000,36,12.99,673.79,C,C2,10+ years,OWN,75000,Verified,01-03-2016,Fully Paid,other,TX,37.74,0,690,694,25,0,20842,51.6,39,0
7000,7000,36,12.99,235.83,C,C1,Unknown,OWN,26363,Verified,01-07-2014,Fully Paid,credit_card,CA,15.53,1,675,679,14,0,15785,71.1,46,0
28625,28625,60,19.05,743.34,D,D4,10+ years,MORTGAGE,85000,Source Verified,01-11-2012,Fully Paid,debt_consolidation,NY,23.79,0,720,724,7,0,66688,82.3,48,0
10000,10000,36,19.05,366.82,D,D4,5 years,MORTGAGE,100000,Source Verified,01-05-2013,Fully Paid,credit_card,GA,14.15,0,680,684,8,0,25996,89.3,18,0
5000,5000,36,8.39,157.59,B,B1,2 years,RENT,50000,Source Verified,01-03-2016,Fully Paid,other,CA,11.43,0,675,679,8,1,2784,18.9,31,0
20400,20400,36,7.35,633.17,A,A4,7 years,OWN,70000,Source Verified,01-07-2017,Fully Paid,debt_consolidation,SC,13.12,0,735,739,5,0,18075,57.4,15,0
28000,28000,36,6.39,856.78,A,A2,1 year,MORTGAGE,70000,Verified,01-06-2015,Fully Paid,debt_consolidation,TN,20.85,0,710,714,12,0,16898,58.3,28,0
5000,5000,36,7.26,154.99,A,A4,10+ years,OWN,48000,Source Verified,01-05-2015,Fully Paid,debt_consolidation,SC,24.5,0,695,699,6,0,4883,77.5,20,0
6000,6000,36,10.99,196.41,B,B4,< 1 year,RENT,23000,Verified,01-10-2015,Charged Off,debt_consolidation,WA,13.1,0,705,709,10,0,5693,42.8,13,1
35000,35000,60,20.75,941.96,E,E2,4 years,MORTGAGE,137000,Source Verified,01-03-2016,Fully Paid,debt_consolidation,HI,30.26,0,680,684,20,0,36713,80.2,63,0
26250,26250,60,18.54,674.32,E,E1,10+ years,MORTGAGE,72000,Source Verified,01-01-2015,Fully Paid,debt_consolidation,NH,34.88,0,700,704,14,0,99265,76.6,33,0
8800,8800,36,9.17,280.54,B,B2,10+ years,OWN,55000,Not Verified,01-05-2015,Fully Paid,debt_consolidation,NY,10.91,0,725,729,11,0,4854,31.7,35,0
28500,28500,60,14.65,672.79,C,C5,10+ years,MORTGAGE,110000,Source Verified,01-07-2015,Fully Paid,debt_consolidation,VA,13.54,0,695,699,7,0,10623,73.3,25,0
30000,30000,60,14.31,702.88,C,C4,10+ years,MORTGAGE,85000,Verified,01-01-2015,Charged Off,debt_consolidation,NC,13.26,0,725,729,10,0,22945,81.1,14,1
30000,30000,36,11.47,988.86,B,B5,10+ years,MORTGAGE,90000,Verified,01-02-2016,Fully Paid,home_improvement,PA,26.67,1,685,689,11,0,26907,65,26,0
25200,25200,36,11.49,830.88,B,B5,10+ years,MORTGAGE,63498,Not Verified,01-02-2017,Fully Paid,credit_card,FL,13.23,0,685,689,12,0,13659,56.9,22,0
12550,12550,60,25.99,375.68,G,G4,7 years,RENT,35000,Source Verified,01-10-2014,Fully Paid,debt_consolidation,AZ,24.97,0,685,689,12,0,12579,74.4,28,0
17000,17000,36,10.49,552.47,B,B3,5 years,OWN,83000,Not Verified,01-06-2016,Fully Paid,debt_consolidation,KY,8.24,1,675,679,9,0,17986,66.1,20,0
5000,5000,36,10.49,162.49,B,B3,10+ years,MORTGAGE,72000,Not Verified,01-01-2015,Fully Paid,debt_consolidation,TX,17.07,0,670,674,10,0,15436,74.9,21,0
1500,1500,36,7.99,47,A,A5,10+ years,OWN,140000,Source Verified,01-01-2017,Fully Paid,home_improvement,NY,16.75,2,695,699,12,0,9904,74.5,45,0
6400,6400,36,24.24,251.9,F,F3,1 year,RENT,20000,Verified,01-12-2015,Fully Paid,credit_card,NY,30.91,0,690,694,14,0,7630,35.2,16,0
10000,10000,60,17.09,249.01,D,D1,Unknown,MORTGAGE,36000,Source Verified,01-06-2017,Charged Off,debt_consolidation,NC,25.03,0,670,674,6,0,4834,56.9,14,1
20000,20000,36,10.75,652.41,B,B4,6 years,MORTGAGE,58000,Not Verified,01-04-2016,Fully Paid,debt_consolidation,MO,7.88,0,670,674,7,0,11868,80.2,19,0
33100,33100,36,9.99,1067.89,B,B3,4 years,MORTGAGE,92000,Verified,01-11-2015,Fully Paid,debt_consolidation,TX,20.49,0,720,724,20,0,49723,45,46,0
4000,4000,36,10.9,130.77,B,B4,Unknown,OWN,30000,Source Verified,01-05-2018,Charged Off,other,NY,0,0,770,774,2,0,0,0,2,1
9000,9000,36,11.14,295.25,B,B2,Unknown,RENT,32845,Verified,01-03-2013,Fully Paid,debt_consolidation,GA,11.91,0,730,734,12,0,9993,30.2,30,0
5000,5000,36,18.99,183.26,D,D4,10+ years,MORTGAGE,97000,Source Verified,01-04-2016,Fully Paid,home_improvement,NV,36.83,0,670,674,16,1,44425,86.9,20,0
1500,1500,36,16.99,53.48,D,D1,10+ years,MORTGAGE,52000,Source Verified,01-12-2016,Fully Paid,debt_consolidation,MI,5.65,0,700,704,6,0,1125,6.6,13,0
14000,14000,36,15.59,489.37,D,D1,1 year,RENT,100000,Verified,01-01-2015,Fully Paid,debt_consolidation,MA,25.86,0,665,669,11,0,19497,73.9,17,0
20000,20000,60,15.04,476.22,C,C4,10+ years,RENT,41000,Not Verified,01-03-2018,Charged Off,other,NY,3.04,0,775,779,9,0,2305,8,13,1
13475,13475,36,10.99,441.1,B,B2,< 1 year,RENT,30000,Not Verified,01-02-2014,Fully Paid,debt_consolidation,HI,14.71,0,740,744,8,0,15010,26.5,19,0
28000,28000,36,26.3,1132.62,E,E5,7 years,MORTGAGE,78000,Source Verified,01-05-2017,Fully Paid,credit_card,OK,13.81,0,720,724,13,0,14151,32.8,21,0
6300,6300,36,12.12,209.62,B,B3,10+ years,OWN,28000,Not Verified,01-11-2012,Fully Paid,credit_card,MO,21.69,0,695,699,7,0,7959,64.7,20,0
16800,16800,36,17.99,607.28,D,D2,4 years,RENT,39000,Verified,01-06-2012,Fully Paid,debt_consolidation,VA,21.57,0,670,674,6,2,3073,76.8,24,0
14400,14400,36,8.24,452.84,B,B1,2 years,MORTGAGE,43000,Source Verified,01-12-2016,Charged Off,debt_consolidation,TX,23.64,0,740,744,9,0,18307,43.4,15,1
20000,20000,36,7.62,623.23,A,A3,3 years,OWN,90000,Verified,01-10-2013,Fully Paid,credit_card,NY,10.9,1,710,714,21,0,9960,13.2,32,0
10400,10400,36,9.49,333.1,B,B2,9 years,RENT,45000,Verified,01-08-2016,Fully Paid,home_improvement,NY,19.39,1,725,729,9,0,359,2.3,21,0
26400,26400,36,11.44,869.82,B,B4,10+ years,MORTGAGE,93000,Verified,01-10-2016,Fully Paid,credit_card,DE,22.12,0,675,679,16,0,28496,54.1,42,0
13500,13500,36,11.53,445.37,B,B5,3 years,RENT,48000,Not Verified,01-03-2015,Fully Paid,debt_consolidation,AZ,16.33,1,685,689,12,0,9999,51.3,17,0
35000,35000,36,12.69,1174.07,C,C2,5 years,MORTGAGE,115000,Source Verified,01-10-2015,Fully Paid,debt_consolidation,CO,34.15,1,700,704,15,0,28364,46.6,24,0
3000,3000,36,13.11,101.25,B,B4,< 1 year,RENT,30000,Not Verified,01-08-2012,Charged Off,other,FL,21.56,0,670,674,8,1,3691,29.3,19,1
32000,32000,36,17.99,1156.72,D,D2,10+ years,MORTGAGE,100000,Verified,01-04-2017,Charged Off,debt_consolidation,FL,17.71,2,660,664,12,0,17524,59.6,36,1
6500,6500,36,8.49,205.16,B,B1,10+ years,MORTGAGE,105000,Not Verified,01-12-2015,Fully Paid,credit_card,KY,21.65,0,675,679,18,1,20412,65.2,36,0
25000,25000,60,9.99,531.06,B,B3,4 years,MORTGAGE,141000,Source Verified,01-02-2015,Fully Paid,debt_consolidation,TX,6.92,0,675,679,6,0,34013,78.9,10,0
12000,12000,60,21.97,331.23,E,E4,2 years,RENT,29000,Verified,01-03-2016,Fully Paid,debt_consolidation,CA,39.9,0,730,734,13,1,7859,41.6,25,0
15000,15000,36,16.02,527.51,C,C5,10+ years,MORTGAGE,78000,Source Verified,01-08-2017,Fully Paid,credit_card,FL,18.03,1,685,689,23,0,22658,39.4,33,0
25000,25000,36,6.92,771.02,A,A4,10+ years,MORTGAGE,84000,Source Verified,01-04-2015,Fully Paid,credit_card,CO,27.32,0,750,754,14,0,24041,33.8,32,0
3500,3500,36,11.98,116.22,B,B5,10+ years,RENT,39000,Source Verified,01-05-2018,Fully Paid,credit_card,IN,24.95,0,665,669,15,1,8135,54.6,46,0
18000,18000,36,6.03,547.84,A,A1,3 years,MORTGAGE,225000,Source Verified,01-04-2014,Fully Paid,credit_card,FL,10,0,785,789,12,0,96822,30.6,31,0
14225,14225,36,14.16,487.29,C,C2,10+ years,RENT,50000,Source Verified,01-04-2014,Fully Paid,debt_consolidation,CA,32.69,0,680,684,10,0,11872,68.6,27,0
11700,11700,36,9.99,377.48,B,B1,< 1 year,RENT,35000,Not Verified,01-09-2013,Fully Paid,debt_consolidation,IL,20.95,0,705,709,11,0,20214,60,26,0
13000,13000,36,12.29,433.59,C,C1,3 years,MORTGAGE,50000,Verified,01-07-2015,Fully Paid,debt_consolidation,TN,6.56,0,665,669,8,0,9743,57,12,0
20000,20000,36,12.69,670.9,B,B5,8 years,RENT,75000,Verified,01-12-2011,Fully Paid,debt_consolidation,CA,11.18,0,685,689,7,0,9280,58.4,21,0
5000,5000,36,16.02,175.84,C,C5,10+ years,MORTGAGE,73000,Not Verified,01-08-2017,Fully Paid,other,WA,24.51,0,680,684,11,0,17346,91,34,0
15725,15725,60,26.77,478.01,G,G1,8 years,OWN,120000,Source Verified,01-09-2015,Charged Off,moving,NY,3.8,0,675,679,11,0,7905,54.5,20,1
33125,33125,60,28.99,1051.25,G,G5,10+ years,MORTGAGE,95000,Verified,01-11-2015,Charged Off,credit_card,MI,23.66,0,670,674,18,0,17834,63,26,1
16000,16000,60,22.74,448.67,E,E1,10+ years,MORTGAGE,72000,Verified,01-03-2017,Charged Off,credit_card,IN,14.37,0,670,674,13,0,17431,78.9,28,1
12000,12000,60,13.33,275.07,C,C3,< 1 year,OWN,55000,Source Verified,01-07-2015,Charged Off,debt_consolidation,WA,27.01,0,670,674,11,2,8753,65.8,27,1
5450,5450,36,18.99,199.75,D,D4,Unknown,OWN,15280,Verified,01-04-2016,Charged Off,debt_consolidation,GA,34.72,0,700,704,5,0,3679,28.1,12,1
12000,12000,60,15.59,289.21,C,C5,9 years,OWN,80000,Source Verified,01-08-2016,Fully Paid,debt_consolidation,NJ,23.63,0,670,674,17,1,12455,30.4,34,0
2000,2000,36,17.86,72.17,D,D5,< 1 year,RENT,30000,Source Verified,01-11-2015,Fully Paid,moving,AL,25,0,670,674,8,0,2151,53.8,10,0
7000,7000,36,18.25,253.95,E,E1,8 years,RENT,50000,Source Verified,01-09-2015,Fully Paid,major_purchase,CA,20.21,0,670,674,7,0,6384,88.7,9,0
10000,10000,36,14.99,346.61,C,C4,1 year,RENT,70000,Verified,01-11-2016,Charged Off,debt_consolidation,NY,13.06,0,680,684,5,0,7438,54.7,6,1
3500,3500,36,7.26,108.49,A,A4,10+ years,MORTGAGE,60000,Not Verified,01-10-2015,Fully Paid,home_improvement,NC,10.46,0,735,739,5,0,5320,56,15,0
6500,6500,60,24.89,190.37,G,G5,3 years,MORTGAGE,73000,Verified,01-07-2013,Fully Paid,other,IL,19.99,0,665,669,12,0,14257,85.4,27,0
19975,19975,36,18.99,732.11,D,D4,10+ years,MORTGAGE,64000,Verified,01-05-2016,Charged Off,debt_consolidation,VA,39.55,0,705,709,16,0,20104,53,33,1
12800,12800,60,7.89,258.87,A,A5,7 years,MORTGAGE,98000,Not Verified,01-11-2015,Fully Paid,credit_card,FL,18.06,0,720,724,11,0,23438,60.1,28,0
7000,7000,36,8.59,221.28,A,A4,< 1 year,MORTGAGE,100000,Not Verified,01-12-2009,Fully Paid,debt_consolidation,MI,11.18,0,735,739,15,0,73196,16.6,43,0
28000,28000,36,7.89,876,A,A5,10+ years,OWN,210000,Verified,01-07-2015,Fully Paid,other,CA,5.73,1,725,729,19,0,2488,3.8,49,0
8000,8000,36,15.99,281.22,D,D2,2 years,RENT,30000,Verified,01-01-2015,Fully Paid,other,MI,10,1,665,669,20,0,6783,43.2,21,0
6000,6000,36,9.17,191.28,B,B2,10+ years,RENT,75000,Verified,01-04-2015,Fully Paid,debt_consolidation,CA,2.95,1,660,664,7,0,3699,18.2,20,0
11500,11500,36,9.99,371.02,B,B3,Unknown,OWN,25000,Verified,01-08-2015,Fully Paid,credit_card,WI,14.31,0,750,754,8,0,11852,43.3,20,0
28000,28000,36,15.31,974.89,C,C5,10+ years,MORTGAGE,121000,Source Verified,01-05-2016,Charged Off,debt_consolidation,GA,16.99,3,705,709,10,0,12811,64.7,23,1
25000,25000,36,5.32,752.87,A,A1,1 year,RENT,125000,Source Verified,01-03-2016,Fully Paid,debt_consolidation,TX,16.87,0,740,744,30,0,18417,11.3,60,0
24000,24000,60,15.61,578.68,C,C4,10+ years,MORTGAGE,82000,Source Verified,01-12-2013,Fully Paid,debt_consolidation,CA,11.88,0,675,679,9,0,27123,71.4,24,0
11175,11175,36,12.69,374.87,C,C2,< 1 year,OWN,35000,Source Verified,01-03-2015,Fully Paid,home_improvement,MI,18.07,0,720,724,6,0,4063,62.5,13,0
16000,16000,60,12.99,363.97,C,C1,2 years,MORTGAGE,75000,Not Verified,01-08-2014,Fully Paid,credit_card,TX,16.06,0,675,679,24,0,14801,49.3,43,0
31000,31000,36,8.18,974.01,B,B1,10+ years,MORTGAGE,98500,Source Verified,01-11-2015,Fully Paid,debt_consolidation,CT,8.25,0,700,704,7,0,13301,64.9,15,0
4500,4500,36,20.99,169.52,E,E1,Unknown,RENT,9036,Verified,01-04-2016,Fully Paid,debt_consolidation,FL,23.64,0,665,669,9,0,3539,27.4,11,0
8000,8000,36,10.15,258.71,B,B2,10+ years,RENT,68684,Source Verified,01-10-2014,Fully Paid,debt_consolidation,GA,23.21,0,680,684,11,1,4228,42.7,27,0
27975,27975,60,22.99,788.47,F,F1,10+ years,MORTGAGE,90000,Source Verified,01-04-2015,Charged Off,debt_consolidation,SC,21.55,0,685,689,13,0,13941,54.7,19,1
28000,28000,36,7.89,876,A,A5,5 years,MORTGAGE,105000,Source Verified,01-05-2015,Fully Paid,debt_consolidation,TX,15.54,0,700,704,9,0,35052,76,33,0
14000,14000,60,16.59,344.86,D,D1,10+ years,MORTGAGE,82000,Verified,01-02-2014,Charged Off,credit_card,SC,34.73,0,690,694,18,0,21071,55.9,57,1
1000,1000,36,11.99,33.21,C,C1,10+ years,RENT,30000,Not Verified,01-02-2016,Charged Off,other,MD,18.48,0,710,714,10,0,16435,41.2,13,1
18000,18000,60,16.99,447.25,D,D3,5 years,MORTGAGE,68000,Verified,01-11-2015,Fully Paid,debt_consolidation,WA,32.58,0,695,699,22,1,17655,53.5,29,0
5000,5000,36,13.33,169.27,C,C3,1 year,RENT,45000,Source Verified,01-05-2015,Fully Paid,debt_consolidation,TX,21.3,0,660,664,19,0,4197,63.6,28,0
28000,28000,36,5.32,843.22,A,A1,6 years,MORTGAGE,280000,Source Verified,01-12-2015,Fully Paid,credit_card,CA,12.47,1,695,699,11,0,67900,72,22,0
8000,8000,36,5.32,240.92,A,A1,10+ years,MORTGAGE,100000,Source Verified,01-08-2015,Fully Paid,credit_card,KS,7.7,0,680,684,11,0,8239,42.5,36,0
16900,16900,60,16.49,415.39,D,D3,3 years,MORTGAGE,70000,Verified,01-01-2015,Fully Paid,debt_consolidation,WA,10.65,0,775,779,7,0,11931,28.4,15,0
24000,24000,60,12.29,537.4,C,C1,2 years,OWN,95000,Verified,01-04-2015,Fully Paid,home_improvement,NY,0.6,3,690,694,8,0,27,0.2,29,0
4500,4500,36,15.31,156.68,C,C4,3 years,RENT,36000,Source Verified,01-03-2014,Fully Paid,debt_consolidation,IL,15.17,0,660,664,7,0,2747,94.7,29,0
24575,24575,60,17.1,612.08,C,C5,10+ years,MORTGAGE,56562.96,Source Verified,01-10-2013,Charged Off,debt_consolidation,TX,23.87,0,675,679,15,0,18300,63.5,39,1
5000,5000,36,14.99,173.31,C,C4,10+ years,MORTGAGE,65000,Source Verified,01-02-2017,Fully Paid,home_improvement,FL,13.88,0,660,664,4,0,493,37.9,13,0
13500,13500,36,11.14,442.87,B,B2,9 years,RENT,46456,Not Verified,01-03-2013,Fully Paid,debt_consolidation,CA,21.05,0,715,719,9,0,13617,55.1,23,0
8300,8300,36,10.99,271.7,B,B3,10+ years,RENT,45020,Not Verified,01-09-2011,Fully Paid,debt_consolidation,CA,13.94,0,695,699,12,0,12035,51.9,25,0
10475,10475,36,18.25,380.02,E,E1,7 years,RENT,35000,Source Verified,01-03-2015,Fully Paid,debt_consolidation,GA,34.09,0,660,664,11,0,6822,62,23,0
25000,25000,36,13.99,854.32,C,C3,3 years,OWN,400000,Source Verified,01-09-2016,Fully Paid,debt_consolidation,CA,13.13,0,755,759,7,0,14021,70.1,14,0
5000,5000,36,14.99,173.31,C,C4,10+ years,OWN,44800,Verified,01-11-2016,Fully Paid,other,CA,18.03,2,685,689,9,0,117,3.8,32,0
10000,10000,36,10.49,324.98,B,B3,4 years,OWN,80000,Not Verified,01-09-2016,Charged Off,debt_consolidation,MI,17.6,5,715,719,12,0,7515,43.2,53,1
7000,7000,36,11.47,230.74,B,B5,10+ years,RENT,62200,Source Verified,01-06-2016,Charged Off,other,NM,15.42,0,755,759,13,0,2173,3,25,1
25000,25000,36,9.92,805.75,B,B2,1 year,MORTGAGE,85000,Not Verified,01-03-2018,Fully Paid,debt_consolidation,FL,20.02,0,710,714,18,1,25393,32.7,66,0
8500,8500,36,19.05,311.8,D,D4,10+ years,MORTGAGE,62000,Verified,01-05-2013,Fully Paid,other,AZ,27.25,0,690,694,9,0,17023,96.2,19,0
15000,15000,36,7.89,469.29,A,A5,10+ years,RENT,75000,Not Verified,01-12-2015,Fully Paid,credit_card,CA,17.92,1,685,689,6,0,3015,36,22,0
29900,29900,60,13.99,695.57,C,C4,1 year,OWN,88400,Source Verified,01-06-2015,Fully Paid,debt_consolidation,MI,11.53,0,720,724,13,0,6152,27.6,27,0
5000,5000,36,9.76,160.78,B,B3,Unknown,MORTGAGE,43000,Verified,01-12-2015,Fully Paid,debt_consolidation,MI,5.11,0,670,674,5,0,2909,40.4,9,0
6000,6000,36,9.17,191.28,B,B2,2 years,RENT,40000,Verified,01-05-2015,Fully Paid,debt_consolidation,CA,4.68,0,670,674,7,2,5613,35.1,11,0
2000,2000,36,9.93,64.47,B,B2,Unknown,RENT,18000,Not Verified,01-07-2017,Charged Off,credit_card,WA,2,0,660,664,3,0,2469,29.7,7,1
2575,2575,36,13.98,87.99,C,C1,10+ years,MORTGAGE,42000,Verified,01-01-2014,Fully Paid,debt_consolidation,AL,25.97,0,730,734,8,0,17499,68.9,18,0
7000,7000,36,11.49,230.8,B,B5,2 years,MORTGAGE,82400,Source Verified,01-02-2017,Fully Paid,debt_consolidation,GA,19.21,1,685,689,12,2,12999,69.5,24,0
12000,12000,36,15.88,421.18,C,C4,3 years,OWN,50000,Source Verified,01-08-2013,Fully Paid,credit_card,FL,11.61,0,685,689,9,0,10636,93.3,15,0
5375,5375,36,16.99,191.61,D,D3,10+ years,RENT,35000,Source Verified,01-06-2014,Fully Paid,debt_consolidation,NC,24.38,0,660,664,11,1,3967,46.1,12,0
14000,14000,60,12.29,313.48,C,C1,10+ years,MORTGAGE,65000,Source Verified,01-06-2015,Fully Paid,debt_consolidation,MI,19.72,0,680,684,14,1,6368,38.4,27,0
5000,5000,36,9.93,161.18,B,B2,9 years,MORTGAGE,95000,Not Verified,01-05-2017,Charged Off,credit_card,NC,25.63,0,685,689,23,0,40461,76.9,40,1
7000,7000,36,15.59,244.69,C,C5,2 years,MORTGAGE,42000,Verified,01-08-2016,Fully Paid,debt_consolidation,FL,17.89,0,680,684,16,0,10748,49.1,19,0
18000,18000,60,14.49,423.42,C,C4,8 years,MORTGAGE,48000,Source Verified,01-10-2014,Fully Paid,debt_consolidation,FL,17,0,670,674,10,0,15875,67.6,12,0
10000,10000,60,18.06,254.27,D,D2,10+ years,MORTGAGE,99000,Verified,01-12-2017,Fully Paid,debt_consolidation,NY,6.51,3,680,684,10,0,5990,57,34,0
7000,7000,36,14.33,240.37,C,C1,Unknown,RENT,34000,Not Verified,01-12-2012,Charged Off,credit_card,NY,15.71,0,695,699,7,1,5615,37.7,14,1
35000,35000,36,7.49,1088.56,A,A4,10+ years,MORTGAGE,148400,Verified,01-01-2015,Fully Paid,credit_card,CA,17.53,0,695,699,23,0,44117,76.3,56,0
12000,12000,36,15.1,416.58,C,C2,8 years,RENT,43000,Source Verified,01-11-2013,Fully Paid,debt_consolidation,NJ,31.9,0,660,664,12,0,5736,63,33,0
12000,12000,60,18.99,311.23,D,D3,10+ years,MORTGAGE,80000,Source Verified,01-09-2016,Fully Paid,debt_consolidation,MA,10.34,0,675,679,9,0,924,5.2,30,0
2500,2500,36,11.49,82.43,B,B5,Unknown,OWN,25000,Verified,01-11-2015,Fully Paid,debt_consolidation,MN,28.04,0,690,694,7,1,3190,31.9,15,0
35000,35000,60,13.59,806.97,C,C2,9 years,RENT,113000,Verified,01-11-2017,Charged Off,debt_consolidation,TX,18.84,0,715,719,14,0,27099,54.9,35,1
7000,7000,36,11.67,231.4,B,B4,< 1 year,MORTGAGE,28000,Source Verified,01-06-2014,Fully Paid,debt_consolidation,TN,31.46,0,675,679,11,1,6286,48.7,20,0
18000,18000,60,15.61,434.01,D,D1,9 years,RENT,98000,Source Verified,01-10-2014,Fully Paid,credit_card,CO,5.95,0,670,674,11,0,19622,69.6,16,0
15000,15000,36,13.99,512.6,C,C1,3 years,OWN,42000,Not Verified,01-05-2012,Fully Paid,debt_consolidation,PA,16.68,0,705,709,7,0,8515,30.6,16,0
7575,7575,36,12.69,254.11,C,C2,2 years,RENT,27000,Not Verified,01-10-2015,Fully Paid,credit_card,MI,16.31,1,660,664,4,0,10211,92.8,7,0
9000,9000,36,6.62,276.34,A,A2,5 years,MORTGAGE,69000,Not Verified,01-11-2013,Fully Paid,debt_consolidation,MO,17.11,0,715,719,14,0,11133,33.2,34,0
8000,8000,36,6.89,246.62,A,A3,Unknown,MORTGAGE,62000,Not Verified,01-11-2015,Fully Paid,debt_consolidation,WI,12.41,0,680,684,11,0,15323,55.7,31,0
30000,30000,36,12.12,998.15,B,B3,< 1 year,RENT,106000,Source Verified,01-10-2012,Fully Paid,debt_consolidation,CA,17.22,0,730,734,17,0,10343,31.9,25,0
25000,25000,36,15.1,867.86,C,C2,2 years,RENT,72000,Source Verified,01-11-2013,Fully Paid,credit_card,MA,16.48,0,690,694,12,0,26577,66.1,19,0
3500,3500,36,10.99,114.57,B,B3,5 years,MORTGAGE,105000,Not Verified,01-10-2014,Fully Paid,debt_consolidation,NC,26.9,0,705,709,16,0,44835,70.1,32,0
24000,24000,60,12.74,542.89,C,C1,5 years,MORTGAGE,140000,Source Verified,01-11-2016,Fully Paid,credit_card,IL,17.2,0,695,699,22,0,35228,52.8,42,0
4000,4000,36,25.49,160.08,E,E4,2 years,RENT,95000,Source Verified,01-01-2017,Fully Paid,small_business,FL,11.32,0,670,674,8,0,2452,37.2,12,0
28000,28000,60,20.31,746.67,D,D5,4 years,MORTGAGE,100000,Verified,01-07-2013,Fully Paid,debt_consolidation,VA,16.54,0,695,699,11,0,17698,80.1,37,0
12500,12500,36,10.49,406.23,B,B2,1 year,MORTGAGE,90000,Source Verified,01-04-2017,Fully Paid,credit_card,MT,17.47,0,675,679,7,1,19231,78.5,22,0
12000,12000,36,21.49,455.13,D,D5,2 years,RENT,55000,Source Verified,01-06-2016,Charged Off,debt_consolidation,NY,29.54,1,660,664,11,0,8553,45.5,12,1
17600,17600,36,18.99,645.06,D,D3,9 years,MORTGAGE,36748.8,Not Verified,01-10-2016,Fully Paid,debt_consolidation,OR,33.9,1,680,684,6,0,5706,52.8,11,0
8000,8000,36,24.85,317.45,E,E3,10+ years,RENT,47476,Verified,01-09-2017,Charged Off,other,NY,8.68,0,710,714,8,0,6074,29.2,8,1
